test_id,batch_type,population_expected,outcome_expected,grouping_expected,group_expected,year_request_expected,question,notes
flu_child_044,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Race,Black only,last_year_latest_available,What percent of Black kids got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_045,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Race,Native Hawaiian or Other Pacific Islander only,last_year_latest_available,What percent of NHPI kids got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_046,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Race,White only,last_year_latest_available,What percent of White kids got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_047,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Region,Midwest,last_year_latest_available,What percent of kids in the Midwest got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_048,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Region,Northeast,last_year_latest_available,What percent of kids in the Northeast got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_049,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Region,South,last_year_latest_available,What percent of kids in the South got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_050,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Region,West,last_year_latest_available,What percent of kids in the West got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_051,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Sex,Female,last_year_latest_available,What percent of girls got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_052,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Sex,Male,last_year_latest_available,What percent of boys got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_053,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Social vulnerability index,High social vulnerability,last_year_latest_available,What percent of kids in areas with high social vulnerability got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_054,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Social vulnerability index,Little to no social vulnerability,last_year_latest_available,What percent of kids in areas with little to no social vulnerability got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_055,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Social vulnerability index,Low social vulnerability,last_year_latest_available,What percent of kids in areas with low social vulnerability got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_056,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Social vulnerability index,Medium social vulnerability,last_year_latest_available,What percent of kids in areas with medium social vulnerability got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_057,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Total,Total,last_year_latest_available,What percent of kids overall got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_058,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Working status,No working parents,last_year_latest_available,What percent of kids with no working parents got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_059,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Working status,"Single parent, working",last_year_latest_available,What percent of kids with a working single parent got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_060,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Working status,"Two parents, both working",last_year_latest_available,What percent of kids with two working parents got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
flu_child_061,flu_all_demographic_subgroups_latest,child,Receipt of influenza vaccination,Working status,"Two parents, one working",last_year_latest_available,What percent of kids with one of two parents working got a flu shot last year?,One flu-shot/latest-year query per available demographic subgroup using common wording.
